found 864 different options.
[ 2 1 0 3 2 1 0 0 3 2 1 ]No. of Coef: 45 |  -1 0 1 3 15 16 17 18 19 20 21 23 24 25 27 31 32 33 35 36 37 39 40 41 43 47 48 49 51 63 64 65 67 71 72 73 75 79 80 81 83 95 96 97 99
[ 1 2 0 3 2 1 0 0 3 2 1 ]No. of Coef: 45 |  -1 0 1 3 15 16 17 18 19 20 21 23 24 25 27 31 32 33 35 36 37 39 40 41 43 47 48 49 51 63 64 65 67 71 72 73 75 79 80 81 83 95 96 97 99
[ 2 0 1 3 2 1 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 2 1 3 2 1 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 0 2 3 2 1 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 1 2 3 2 1 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 1 0 3 1 2 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 2 0 3 1 2 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 0 1 3 1 2 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 2 1 3 1 2 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 0 2 3 1 2 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 1 2 3 1 2 0 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 1 0 3 2 0 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 2 0 3 2 0 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 0 1 3 2 0 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 2 1 3 2 0 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 0 2 3 2 0 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 1 2 3 2 0 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 1 0 3 0 2 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 2 0 3 0 2 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 0 1 3 0 2 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 2 1 3 0 2 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 0 2 3 0 2 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 1 2 3 0 2 1 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 1 0 3 1 0 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 2 0 3 1 0 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 0 1 3 1 0 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 2 1 3 1 0 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 0 2 3 1 0 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 0 1 2 3 1 0 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 2 1 0 3 0 1 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
[ 1 2 0 3 0 1 2 0 3 2 1 ]No. of Coef: 45 |  -131072 -131056 -131054 -131052 -131048 -131040 -131036 -131032 -131024 -131008 -131000 -130992 -130976 0 16 18 20 24 32 36 40 48 64 72 80 96 131072 131088 131090 131092 131096 131104 131108 131112 131120 131136 131144 131152 131168 393216 393232 393234 393236 393240 393248 393252 393256 393264 393280 393288 393296 393312
